SubmissionID,ExerciseID,StudentID,StartDate,LastUpdateDate,NumberAutograderRuns,TimeOnTask,CodeHistoryLink,StudentCode
3404128,1949,78407,2020-10-14 15:01:56.113317+00:00,2020-10-15 20:39:18.286399+00:00,7.0,3.0,https://backend.academy.cs.cmu.edu/a/user/78407/files/4167960/1,
3159388,1949,78511,2020-09-29 15:35:31.202405+00:00,2020-10-02 15:57:28.145421+00:00,8.0,0.0,https://backend.academy.cs.cmu.edu/a/user/78511/files/3918790/1,
3148780,1949,79878,2020-09-29 11:28:33.311295+00:00,2020-09-29 12:13:23.129431+00:00,18.0,6.0,https://backend.academy.cs.cmu.edu/a/user/79878/files/3908094/1,
3120977,1949,81070,2020-09-25 20:53:10.237280+00:00,2020-09-26 07:00:50.356094+00:00,32.0,9.0,https://backend.academy.cs.cmu.edu/a/user/81070/files/3879838/1,
3317566,1949,82032,2020-10-08 13:17:52.030503+00:00,2020-10-08 14:19:55.309316+00:00,3.0,0.0,https://backend.academy.cs.cmu.edu/a/user/82032/files/4079439/1,
3164097,1949,82488,2020-09-29 17:22:15.621437+00:00,2020-09-29 19:44:26.057461+00:00,1.0,3.0,https://backend.academy.cs.cmu.edu/a/user/82488/files/3923546/1,
3568769,1949,85054,2020-10-24 03:42:25.230586+00:00,2020-10-24 05:36:45.349147+00:00,130.0,7.0,https://backend.academy.cs.cmu.edu/a/user/85054/files/4336413/1,
3193369,1949,87483,2020-09-30 21:59:08.542392+00:00,2020-10-01 20:57:35.854773+00:00,4.0,0.0,https://backend.academy.cs.cmu.edu/a/user/87483/files/3953182/1,
3600025,1949,90106,2020-10-27 12:59:39.445428+00:00,2020-10-27 14:13:44.927762+00:00,3.0,3.0,https://backend.academy.cs.cmu.edu/a/user/90106/files/4368312/1,
3429798,1949,93319,2020-10-15 16:58:00.145699+00:00,2020-10-15 17:30:18.776883+00:00,5.0,10.0,https://backend.academy.cs.cmu.edu/a/user/93319/files/4194306/1,
12891332,1949,274875,2022-06-02 00:43:48.948729+00:00,2022-06-02 00:44:09.736458+00:00,1.0,6.0,https://backend.academy.cs.cmu.edu/a/user/274875/files/14217827/1,
12911524,1949,274888,2022-06-05 21:44:16.612573+00:00,2022-06-05 21:44:22.964902+00:00,1.0,8.0,https://backend.academy.cs.cmu.edu/a/user/274888/files/14241060/1,
